0.1434389	-0.13634354	0.3498752	-1.024701	0.8072974	0.45969117	0.035467353	0.2856562	-0.79061764	-0.089578696	0.64819336	0.5670619	0.41073626	0.6419914	0.13292207	0.1337101
0.030009864	0.17824589	0.47053388	-0.80217797	0.45276776	-0.031801637	-0.13657974	-0.15980339	-0.81675184	0.05434897	0.5033466	0.22102061	0.14585736	1.1884079	0.5275638	-0.078063525
0.36757952	-2.5375147	1.9289728	-2.5765398	2.4642668	-1.0753089	2.348097	1.6465025	-2.3970933	0.8419176	2.4619813	1.0274013	-0.35741442	2.3056698	1.5831447	-2.399364
0.6386904	-0.45033458	0.5529717	-1.0541348	0.882208	-0.07973306	0.40303046	0.51475555	-0.7521881	0.0892842	0.836856	0.2800803	0.16104405	0.39591947	0.34312102	-0.39115855
0.19136737	-0.05846102	0.5306407	-0.76330316	0.47441477	-0.3509039	0.015494152	0.05856996	-0.73130316	0.10505967	0.61718154	0.13063484	0.06348489	0.7703886	0.72276604	-0.39711785
0.049592335	-0.018478738	0.76454407	-0.9927316	0.63271487	-0.32627553	0.022208318	-0.0804673	-0.9466699	0.005798648	0.82617253	0.040549297	0.35287178	0.6790633	0.8530623	-0.2688698
-0.24644743	-0.61037433	0.99674934	-1.2653705	1.0255661	-0.4693304	0.8480968	0.2642015	-1.2399044	0.20405781	1.1186143	0.19743907	0.11619512	1.1953679	0.941107	-0.7240506
-0.10179741	-0.27781564	0.78927696	-0.7820423	0.61588025	-0.3443857	0.008648363	0.053102553	-0.8398794	0.221431	0.66837764	-0.12021662	0.54944605	0.77240384	0.3975254	-0.37059405
0.9370379	-0.89228064	1.1824417	-1.2184466	1.2240521	-1.9384786	-0.24590056	1.4814948	-1.1051954	0.5002491	1.1358892	0.45000115	-0.8500178	0.5256343	1.4819475	-0.7252213
0.48434642	-1.2197747	1.358982	-1.85606	1.6692034	-0.5798188	1.3408891	0.9489645	-1.6375959	0.21951866	1.6873446	0.6187155	-0.2661054	1.554333	0.9758141	-1.3773265
-0.19611266	0.017742999	0.65204257	-0.7193232	0.3850556	-0.43464363	-0.21891467	-0.36432338	-0.9200741	0.4803227	0.60284436	-0.084436364	0.5222025	1.1234008	0.6539858	-0.17019781
0.5087695	0.011421213	0.77402234	-0.9352544	0.5280261	-0.21812946	-0.03245474	-0.009616922	-0.75297254	-0.11324535	0.6597309	-0.055203497	0.7331192	0.7006984	0.32048714	-0.32831153
-0.16062877	0.4718516	0.34621015	-0.5468082	0.1080363	-0.35223258	-0.27989382	-0.2167619	-0.41557494	-0.048860606	0.18930547	-0.007554746	-0.023114335	0.11640122	0.18291193	0.397861
0.7414706	-0.48704103	0.7566018	-0.9924569	0.82229704	-0.6446702	0.29451346	0.2505801	-0.93915266	0.42231894	0.90959924	0.13133223	0.241919	0.77863514	0.7776466	-0.5877217
0.7310391	-0.8764969	1.0680221	-1.6986341	1.3956765	-0.6191152	0.56660473	1.1038162	-1.3125128	0.2815427	1.2282274	0.9578319	-0.6522735	1.0942756	1.0243834	-0.8149159
-0.0034030855	-0.6129772	0.73883915	-0.98606575	0.8545444	-0.37991205	0.48652276	0.29459012	-1.0005591	0.09305584	0.85586035	0.17424096	0.006372791	0.91557705	0.97758585	-0.57093215
1.5750363	0.75235826	-0.27845892	-0.19550526	0.084888905	1.5397227	-0.9420206	0.20127589	0.15561664	-0.5279636	-0.23800623	0.45362967	1.0381341	-0.7301849	-1.323604	0.58224714
0.46517107	-0.19978741	0.897669	-1.511364	0.9362893	-0.721741	0.30530086	0.67425704	-0.9476076	-0.07194358	1.0293539	0.57086277	-0.6118645	0.4959649	0.78858775	-0.263116
0.5758899	-0.76830536	0.7223514	-0.7504759	0.67005414	-1.9161204	-0.1038625	0.95564353	-0.5791095	0.3341503	0.60207427	0.050608836	-0.5209916	-0.077550374	1.0808972	-0.46487647
0.6918368	0.22972585	0.64577335	-0.60469925	0.6490164	-0.24592923	-0.44700748	0.33355576	-0.66272914	0.2325951	0.5189725	0.17245953	0.59102875	0.57526994	0.040473856	0.06806334
0.2485906	-0.40449163	1.2381783	-1.0572869	0.84701765	-1.9105967	-0.12898988	0.42139208	-1.0790304	0.59144396	0.9545777	0.039620902	-0.007086743	0.8418997	1.314254	-0.47836727
-0.18342347	0.07807852	0.5830356	-0.8091268	0.31519735	-1.072382	-0.27012774	-0.17740504	-0.57311267	0.109853655	0.35370326	0.071558796	-0.06598081	0.435359	0.9240259	0.075203754
0.5751084	-0.552684	1.0410168	-1.177564	0.9024499	-1.1135335	0.3292213	0.24698552	-1.1814476	0.7288616	0.9461785	0.24283752	0.22974354	1.1029315	0.8769365	-0.7227079
0.15717088	-0.46508652	0.7898148	-1.1147015	0.7466513	-0.48434338	0.3859343	0.06982183	-0.93031394	0.06669041	0.96314263	-0.062467158	0.22669917	0.5942448	0.7675133	-0.59721506
0.33080935	0.017364096	0.69334817	-1.0992265	0.7609199	-0.61148465	0.17821807	0.3991915	-0.78849226	-0.08181519	0.70772326	0.6095	-0.540182	0.6016702	0.48210815	-0.053673808
0.87353784	-0.16281785	0.67907315	-0.9453618	0.78470224	0.0010601024	0.04548995	0.47558054	-0.8150285	0.40161982	0.61977595	0.5392717	0.21583876	0.9618422	0.29467362	-0.39841107
0.58043706	-0.5017634	0.89577585	-0.9423423	0.8212562	-0.83964777	0.24861802	0.43438545	-0.8920279	0.7449867	0.9717906	-0.059828658	0.68149054	0.7796722	0.4610382	-0.46395186
-0.10355568	-0.39271227	0.8469958	-0.812227	0.63959324	-0.6328425	0.1183298	0.019626755	-0.9247944	0.49490702	0.75839084	-0.07658384	0.30225474	1.1785334	0.66717213	-0.4003341
-0.22111036	-0.33924177	0.5937688	-1.1020352	0.5378163	-1.0440533	0.30079645	0.17432992	-0.6099355	-0.2024257	0.608223	0.11206241	-0.67781365	0.40040818	1.4362626	-0.34253928
